,colsample_bytree,label_0_acc,label_1_acc,label_2_acc,label_3_acc,label_4_acc,label_5_acc,lambda_l1,lambda_l2,learning_rate,loss,max_bin,max_depth,min_child_samples,min_child_weight,n_estimators,num_class,num_leaves,subsample,subsample_freq,test_acc
199,0.25,0.962128966223132,0.8120141342756184,0.6382442646863811,0.5075807514831905,0.3841001011122346,0.4132501948558067,0.0001,0.0001,0.02,1.0503634549464123,250,6,40,0,870,6,19,0.8,2,0.5390694076038903
200,0.25,0.9539406345957011,0.8143698468786807,0.6382442646863811,0.502856515051637,0.38966127401415573,0.4107560405300078,0.001,0.0001,0.03,1.0508250460797643,550,7,20,0,495,6,17,0.7,1,0.5387102122015915
201,0.3,0.9723643807574207,0.8044758539458187,0.6456703354992707,0.498461876510657,0.39459049544994945,0.4091971940763835,0.01,0.01,0.02,1.0515657209766165,450,4,30,0,1173,6,6,0.8,1,0.539290450928382
202,0.2,0.962128966223132,0.8091872791519434,0.6373160058347699,0.503515710832784,0.3867542972699697,0.4113795791114575,0.0001,0.001,0.03,1.0506380960103476,250,7,40,0,603,6,17,0.9,1,0.5377707780725022
203,0.25,0.9641760491299898,0.8070671378091873,0.6447420766476595,0.5080202153372885,0.3806875631951466,0.413717848791894,0.01,0.001,0.015,1.0508438284990584,550,7,50,0,990,6,11,0.7,1,0.5393457117595049
204,0.25,0.9662231320368475,0.7964664310954064,0.652300755867922,0.503955174686882,0.3871334681496461,0.4045206547155105,0.001,0.001,0.03,1.0508300222796838,250,4,30,0,494,6,13,0.9,1,0.5384891688771
205,0.2,0.9611054247697032,0.8014134275618374,0.642620342129691,0.50439463854098,0.38827098078867545,0.4093530787217459,0.001,0.01,0.015,1.0508562366046375,450,5,60,0,1027,6,15,0.9,1,0.5381299734748011
206,0.3,0.9651995905834186,0.7962308598351001,0.6577377005702162,0.4976928147659855,0.38372093023255816,0.401091192517537,0.01,0.0001,0.03,1.054212714791652,350,4,30,0,498,6,4,0.8,1,0.5366379310344828
207,0.25,0.962128966223132,0.8073027090694935,0.6382442646863811,0.509448472863107,0.37967644084934277,0.414809041309431,0.01,0.0001,0.015,1.0504699634288328,350,7,40,0,980,6,19,0.8,3,0.5382957559681698
208,0.2,0.962128966223132,0.8077738515901061,0.6361225301684127,0.5056031641397495,0.3889029322548028,0.41044427123928295,0.0001,0.001,0.015,1.0505958516941003,450,7,50,0,1064,6,17,0.9,1,0.5381852343059239
209,0.2,0.9641760491299898,0.8011778563015313,0.6464659859435088,0.50219731927049,0.3880182002022245,0.4067030397505846,0.001,0.0001,0.02,1.0504587190133803,450,4,60,0,895,6,13,0.9,1,0.5379089301503095
210,0.25,0.9580348004094166,0.8082449941107185,0.6416920832780798,0.507690617446715,0.3832153690596562,0.4112236944660951,0.001,0.01,0.02,1.0504045380736406,550,6,60,0,799,6,19,0.9,1,0.5387102122015915
211,0.3,0.9662231320368475,0.8075382803297998,0.6416920832780798,0.5036255767963085,0.3911779575328615,0.4102883865939205,0.001,0.01,0.015,1.050130580217727,450,6,60,0,1230,6,11,0.8,1,0.5394009725906278
212,0.2,0.9559877175025588,0.8065959952885748,0.637846439464262,0.5095583388266315,0.38561678463094035,0.41091192517537023,0.0001,0.0001,0.02,1.0509650050537713,250,7,10,0,808,6,19,0.9,1,0.5385996905393458
213,0.25,0.962128966223132,0.8051825677267374,0.6431507757591831,0.506372225884421,0.3866279069767442,0.4130943102104443,0.001,0.001,0.015,1.0500680975498018,250,6,60,0,1075,6,17,0.8,1,0.5395114942528736
214,0.2,0.9672466734902764,0.7929328621908127,0.6537594483490253,0.503295978905735,0.38119312436804853,0.40077942322681215,0.001,0.001,0.02,1.053857423477254,250,4,10,0,768,6,4,0.8,1,0.5362787356321839
215,0.25,0.970317297850563,0.8028268551236749,0.6450072934624055,0.503735442759833,0.3899140546006067,0.4107560405300078,0.001,0.0001,0.02,1.0505778725299684,250,5,30,0,964,6,11,0.9,3,0.5394838638373121
216,0.3,0.970317297850563,0.8120141342756184,0.6415594748707067,0.501977587343441,0.39471688574317493,0.40857365549493374,0.001,0.0001,0.015,1.0503933506323848,450,7,20,0,1029,6,13,0.7,1,0.5400641025641025
217,0.25,0.9590583418628454,0.8002355712603062,0.6440790346107943,0.5078004834102395,0.3872598584428716,0.4074824629773967,0.001,0.001,0.015,1.0506901058579268,250,7,10,0,892,6,19,0.9,1,0.5385444297082228
218,0.25,0.9713408393039918,0.8037691401648999,0.6460681607213897,0.5007690617446715,0.3877654196157735,0.4106001558846454,0.01,0.01,0.02,1.051182478552892,450,4,10,0,927,6,9,0.7,1,0.5385996905393458
219,0.25,0.9662231320368475,0.805889281507656,0.64301816735181,0.5014282575258185,0.394211324570273,0.40701480904130943,0.001,0.01,0.03,1.0505788446322966,450,6,60,0,601,6,11,0.9,1,0.5390141467727675
220,0.3,0.9662231320368475,0.799057714958775,0.6533616231269063,0.4974730828389365,0.3899140546006067,0.4073265783320343,0.001,0.001,0.015,1.0499736967907802,250,4,20,0,949,6,13,0.8,1,0.5384891688771
221,0.2,0.9651995905834186,0.8077738515901061,0.6401007823896036,0.505713030103274,0.38473205257836196,0.41434138737334375,0.01,0.01,0.03,1.0507257124805693,350,5,60,0,695,6,13,0.9,1,0.5389036251105217
222,0.25,0.9651995905834186,0.8080094228504122,0.6406312160190956,0.501757855416392,0.3911779575328615,0.4077942322681216,0.001,0.01,0.03,1.0502369194256267,450,5,60,0,659,6,11,0.7,1,0.5382957559681698
223,0.2,0.9590583418628454,0.805889281507656,0.6435486009813022,0.5040650406504065,0.3883973710819009,0.4088854247856586,0.001,0.0001,0.03,1.0506212161970576,550,5,20,0,565,6,13,0.8,3,0.5386549513704686
224,0.3,0.9692937563971341,0.799057714958775,0.6488529372762233,0.502856515051637,0.38827098078867545,0.40857365549493374,0.0001,0.001,0.015,1.0511511537348284,350,7,10,0,932,6,11,0.7,3,0.5388483642793988
225,0.2,0.9600818833162743,0.800942285041225,0.6411616496485877,0.508569545154911,0.38498483316481297,0.4116913484021824,0.0001,0.01,0.015,1.0510749524016587,450,6,60,0,1014,6,13,0.7,3,0.5384891688771
226,0.25,0.9631525076765609,0.8056537102473498,0.6412942580559607,0.509887936717205,0.3782861476238625,0.4177708495713172,0.001,0.0001,0.015,1.0505147930779128,450,6,50,0,964,6,17,0.7,3,0.5390970380194519
227,0.25,0.9682702149437052,0.8061248527679623,0.6418246916854529,0.502636783124588,0.3911779575328615,0.40904130943102107,0.001,0.01,0.03,1.0505209117084064,350,6,60,0,602,6,11,0.7,1,0.5388483642793988
228,0.25,0.9611054247697032,0.8113074204946996,0.6383768730937541,0.5082399472643375,0.38296258847320525,0.413717848791894,0.001,0.01,0.02,1.0502164132814398,250,7,40,0,820,6,19,0.8,1,0.538986516357206
229,0.3,0.9641760491299898,0.7992932862190812,0.6446094682402864,0.509228740936058,0.38384732052578363,0.4102883865939205,0.01,0.0001,0.02,1.0506848635844819,550,7,30,0,595,6,21,0.8,1,0.5387931034482759
230,0.25,0.9631525076765609,0.8028268551236749,0.64739424479512,0.505493298176225,0.38511122345803844,0.41153546375681993,0.0001,0.0001,0.015,1.0509355446619741,450,5,50,0,969,6,11,0.7,2,0.5393180813439434
231,0.2,0.9631525076765609,0.809658421672556,0.6394377403527384,0.510107668644254,0.38738624873609706,0.4054559625876851,0.001,0.001,0.03,1.050972369312217,350,7,10,0,638,6,13,0.9,1,0.5390417771883289
232,0.25,0.9641760491299898,0.8042402826855124,0.6458029439066437,0.5053834322127005,0.3866279069767442,0.40857365549493374,0.001,0.001,0.02,1.0508750021720656,550,6,50,0,783,6,11,0.8,2,0.5389588859416445
233,0.3,0.9662231320368475,0.8082449941107185,0.642752950537064,0.5051637002856515,0.3839737108190091,0.413717848791894,0.001,0.01,0.03,1.0507995292869243,550,7,40,0,451,6,15,0.8,3,0.5391246684350133
234,0.25,0.9559877175025588,0.8014134275618374,0.647261636387747,0.50659195781147,0.38789180990899896,0.4053000779423227,0.001,0.0001,0.015,1.050796184593942,550,5,10,0,900,6,19,0.8,3,0.5387102122015915
235,0.25,0.9600818833162743,0.8061248527679623,0.6435486009813022,0.5051637002856515,0.38511122345803844,0.41402961808261884,0.0001,0.001,0.015,1.0498833932425542,250,5,60,0,1059,6,21,0.7,1,0.5391799292661361
236,0.2,0.9580348004094166,0.8028268551236749,0.6397029571674844,0.5128543177323666,0.37651668351870576,0.4160561184723305,0.001,0.001,0.015,1.051129500103518,250,7,60,0,919,6,21,0.7,1,0.5383510167992926
237,0.25,0.9662231320368475,0.806831566548881,0.6463333775361358,0.499560536145902,0.387639029322548,0.40872954014029617,0.0001,0.001,0.03,1.0503216072182429,250,4,60,0,720,6,13,0.9,1,0.5382128647214854
238,0.3,0.9692937563971341,0.7997644287396938,0.6489855456835963,0.5020874533069655,0.38877654196157735,0.4132501948558067,0.001,0.001,0.02,1.0507947890475602,350,6,30,0,751,6,11,0.7,3,0.5397049071618037
239,0.3,0.9662231320368475,0.79811542991755,0.6546877072006365,0.497363216875412,0.3930738119312437,0.40623538581449725,0.001,0.0001,0.015,1.05033258953253,350,4,20,0,854,6,12,0.8,2,0.5391246684350133
240,0.2,0.9600818833162743,0.8025912838633686,0.6456703354992707,0.502636783124588,0.38511122345803844,0.41013250194855805,0.0001,0.0001,0.02,1.0507580135341965,450,5,20,0,742,6,15,0.7,3,0.537881299734748
241,0.2,0.9651995905834186,0.8115429917550059,0.642355125314945,0.504614370468029,0.3830889787664307,0.41402961808261884,0.001,0.001,0.03,1.051109287133338,550,5,20,0,539,6,13,0.7,1,0.5391246684350133
242,0.2,0.962128966223132,0.8049469964664311,0.6431507757591831,0.5058228960667985,0.38473205257836196,0.41247077162899454,0.0001,0.001,0.02,1.050485054752818,250,5,30,0,963,6,13,0.8,3,0.5388207338638373
243,0.3,0.9641760491299898,0.8120141342756184,0.6438138177960483,0.5009887936717206,0.3899140546006067,0.40872954014029617,0.01,0.0001,0.03,1.0504313601385766,550,5,50,0,634,6,13,0.9,3,0.5390970380194519
244,0.25,0.9641760491299898,0.80188457008245,0.6458029439066437,0.5049439683586026,0.38473205257836196,0.4123148869836321,0.01,0.0001,0.03,1.0506920547280518,550,5,30,0,452,6,17,0.8,3,0.5388207338638373
245,0.25,0.9692937563971341,0.8077738515901061,0.6439464262034214,0.5067018237749945,0.3894084934277047,0.40857365549493374,0.001,0.001,0.02,1.0502284327996871,350,7,50,0,974,6,13,0.9,1,0.5400641025641025
246,0.25,0.9672466734902764,0.8089517078916372,0.6420899085001989,0.507251153592617,0.3835945399393327,0.4116913484021824,0.0001,0.01,0.03,1.050379738918184,350,5,40,0,633,6,17,0.9,1,0.5391799292661361
247,0.25,0.9641760491299898,0.7988221436984688,0.6524333642752951,0.500439463854098,0.38877654196157735,0.40311769290724864,0.01,0.001,0.03,1.051303292063835,450,4,40,0,482,6,11,0.7,2,0.5379641909814323
248,0.25,0.962128966223132,0.8042402826855124,0.6431507757591831,0.507251153592617,0.38612234580384225,0.4113795791114575,0.001,0.01,0.015,1.050480890578955,450,6,30,0,969,6,19,0.9,1,0.5392075596816976
249,0.2,0.9590583418628454,0.8021201413427562,0.6447420766476595,0.504834102395078,0.3853640040444894,0.41091192517537023,0.001,0.001,0.02,1.0504218245638035,250,5,30,0,806,6,21,0.9,3,0.5383510167992926
250,0.25,0.9570112589559877,0.8091872791519434,0.6382442646863811,0.5093386068995825,0.37714863498483314,0.4154325798908807,0.01,0.0001,0.015,1.0504309779710475,550,6,40,0,983,6,21,0.8,3,0.5379089301503095
251,0.2,0.9682702149437052,0.8082449941107185,0.6391725235379923,0.5047242364315535,0.38827098078867545,0.41044427123928295,0.0001,0.001,0.015,1.050294723500763,250,6,40,0,1372,6,13,0.8,1,0.53868258178603
252,0.3,0.9662231320368475,0.7955241460541814,0.6573398753480971,0.4948362997143485,0.39370576339737107,0.40249415432579894,0.0001,0.001,0.02,1.051008493732583,450,4,30,0,595,6,13,0.9,1,0.5382128647214854
253,0.2,0.9590583418628454,0.8021201413427562,0.6442116430181674,0.504834102395078,0.3852376137512639,0.41091192517537023,0.0001,0.0001,0.02,1.0504175723087155,250,5,30,0,806,6,21,0.9,3,0.5382128647214854
254,0.2,0.9631525076765609,0.7985865724381626,0.6469964195730009,0.5060426279938475,0.3859959555106168,0.41044427123928295,0.0001,0.001,0.02,1.0505627272701128,450,4,60,0,838,6,13,0.8,3,0.5388759946949602
255,0.3,0.9631525076765609,0.8037691401648999,0.6489855456835963,0.500219731927049,0.3899140546006067,0.4106001558846454,0.0001,0.001,0.02,1.0503097172164535,550,5,50,0,758,6,21,0.9,1,0.5393180813439434
256,0.25,0.9662231320368475,0.8063604240282686,0.6422225169075719,0.505053834322127,0.3859959555106168,0.41184723304754484,0.0001,0.01,0.015,1.0504134872878885,350,6,40,0,1190,6,11,0.8,1,0.5388759946949602
257,0.2,0.9600818833162743,0.805889281507656,0.6385094815011272,0.5091188749725335,0.3862487360970677,0.41340607950116914,0.0001,0.001,0.03,1.0510288849195177,350,7,20,0,527,6,17,0.8,1,0.5392351900972591
258,0.25,0.9600818833162743,0.8030624263839812,0.6432833841665562,0.5095583388266315,0.3820778564206269,0.41418550272798127,0.01,0.001,0.03,1.0513150872121675,550,6,10,0,560,6,13,0.7,1,0.5392351900972591
259,0.2,0.9600818833162743,0.8014134275618374,0.6440790346107943,0.5067018237749945,0.38751263902932254,0.4077942322681216,0.0001,0.0001,0.02,1.0507952185216667,450,5,10,0,788,6,17,0.9,2,0.5385444297082228
260,0.25,0.9611054247697032,0.8054181389870436,0.6443442514255404,0.5069215557020436,0.3859959555106168,0.41044427123928295,0.0001,0.0001,0.015,1.0504926812495516,550,6,50,0,969,6,17,0.9,1,0.539290450928382
261,0.3,0.9672466734902764,0.8091872791519434,0.6469964195730009,0.500219731927049,0.39067239635995954,0.4098207326578332,0.001,0.0001,0.015,1.0504588381074595,550,5,50,0,1187,6,11,0.9,1,0.5396772767462422
262,0.3,0.9641760491299898,0.8014134275618374,0.6481898952393582,0.5051637002856515,0.3867542972699697,0.4130943102104443,0.001,0.01,0.015,1.0504945114256696,250,7,40,0,967,6,11,0.7,1,0.5398983200707339
263,0.3,0.9672466734902764,0.8129564193168434,0.6416920832780798,0.507470885519666,0.38688068756319516,0.4123148869836321,0.0001,0.001,0.02,1.0505538462979003,450,5,10,0,932,6,13,0.7,1,0.5404509283819628
264,0.3,0.9672466734902764,0.8007067137809187,0.6534942315342793,0.494946165677873,0.39193629929221435,0.4045206547155105,0.001,0.01,0.015,1.0503551135883404,550,4,30,0,990,6,15,0.9,1,0.5380470822281167
265,0.25,0.9631525076765609,0.8014134275618374,0.6443442514255404,0.505493298176225,0.38928210313447925,0.40717069368667186,0.01,0.01,0.015,1.0511220534711956,350,6,10,0,932,6,13,0.7,1,0.5386549513704686
266,0.3,0.9641760491299898,0.8023557126030624,0.6481898952393582,0.502636783124588,0.3891557128412538,0.40717069368667186,0.001,0.0001,0.02,1.0501090167534488,350,6,60,0,674,6,19,0.8,2,0.5388483642793988
267,0.2,0.9570112589559877,0.80188457008245,0.6422225169075719,0.506372225884421,0.3871334681496461,0.4102883865939205,0.0001,0.01,0.03,1.0517593713475424,550,6,10,0,476,6,19,0.7,3,0.5384062776304156
268,0.2,0.970317297850563,0.7976442873969376,0.6578703089775891,0.492748846407383,0.3894084934277047,0.39937646141855027,0.0001,0.001,0.02,1.0531218014512094,450,4,60,0,1040,6,3,0.8,1,0.5366655614500442
269,0.3,0.9651995905834186,0.8030624263839812,0.652565972682668,0.496704021094265,0.3915571284125379,0.4060795011691348,0.01,0.01,0.015,1.0502397284738259,550,4,40,0,1074,6,13,0.8,1,0.5387102122015915
270,0.25,0.9600818833162743,0.8023557126030624,0.6448746850550325,0.506152493957372,0.3852376137512639,0.41044427123928295,0.01,0.0001,0.02,1.050557824447465,250,6,10,0,718,6,19,0.8,1,0.5386549513704686
271,0.3,0.9651995905834186,0.799057714958775,0.6537594483490253,0.494067237969677,0.3915571284125379,0.4051441932969603,0.0001,0.0001,0.03,1.0509594915014304,550,4,30,0,483,6,11,0.7,1,0.5376602564102564
272,0.25,0.9600818833162743,0.8113074204946996,0.6391725235379923,0.5025269171610635,0.3866279069767442,0.41356196414653157,0.0001,0.001,0.03,1.050292349152697,550,5,20,0,634,6,13,0.8,3,0.5384615384615384
273,0.25,0.9713408393039918,0.8047114252061248,0.6451399018697785,0.498681608437706,0.3894084934277047,0.41434138737334375,0.01,0.01,0.02,1.0513875561781711,350,4,30,0,1500,6,5,0.7,1,0.5390141467727675
274,0.2,0.9641760491299898,0.8077738515901061,0.6374486142421429,0.5082399472643375,0.38372093023255816,0.4129384255650818,0.001,0.0001,0.02,1.0506078900132159,250,7,60,0,1029,6,11,0.8,1,0.5384891688771
275,0.3,0.9682702149437052,0.8077738515901061,0.6431507757591831,0.507690617446715,0.3804347826086957,0.4151208106001559,0.0001,0.001,0.02,1.0500323211405267,250,5,50,0,834,6,17,0.7,2,0.5393180813439434
276,0.2,0.9662231320368475,0.8091872791519434,0.6402333907969765,0.5051637002856515,0.3872598584428716,0.4121590023382697,0.0001,0.01,0.02,1.05031033738604,350,5,30,0,1121,6,11,0.8,1,0.5391522988505747
277,0.25,0.962128966223132,0.8007067137809187,0.642620342129691,0.5088991430454846,0.38561678463094035,0.4091971940763835,0.001,0.0001,0.015,1.0511089854663616,450,7,10,0,930,6,13,0.7,3,0.5385996905393458
278,0.25,0.9692937563971341,0.8051825677267374,0.642487733722318,0.504834102395078,0.3852376137512639,0.4129384255650818,0.01,0.01,0.03,1.0504960559745369,250,6,40,0,598,6,13,0.8,3,0.5388483642793988
279,0.2,0.9580348004094166,0.8089517078916372,0.6385094815011272,0.5067018237749945,0.38384732052578363,0.41262665627435696,0.001,0.01,0.02,1.050864656974481,550,6,30,0,846,6,15,0.8,3,0.5382681255526083
280,0.25,0.9692937563971341,0.7995288574793875,0.6500464129425806,0.5025269171610635,0.3923154701718908,0.4060795011691348,0.01,0.01,0.03,1.0506041920286568,250,4,30,0,640,6,10,0.9,1,0.5395114942528736
281,0.3,0.9662231320368475,0.8084805653710248,0.64301816735181,0.5064820918479455,0.3825834175935288,0.41340607950116914,0.0001,0.001,0.02,1.0502625424811565,350,7,30,0,736,6,19,0.7,3,0.5391799292661361
282,0.25,0.9651995905834186,0.8004711425206125,0.6505768465720727,0.5003295978905735,0.38511122345803844,0.40950896336710835,0.0001,0.0001,0.02,1.0508182332867464,450,4,10,0,801,6,13,0.7,1,0.5381023430592397
283,0.25,0.9641760491299898,0.7988221436984688,0.6487203288688503,0.503076246978686,0.3871334681496461,0.4096648480124708,0.01,0.01,0.02,1.0505775423604151,250,4,50,0,762,6,13,0.7,1,0.5386549513704686
284,0.3,0.9662231320368475,0.8063604240282686,0.6476594616098661,0.499780268072951,0.3858695652173913,0.41247077162899454,0.001,0.0001,0.02,1.0504864100352433,550,5,30,0,758,6,15,0.8,2,0.5387654730327144
285,0.25,0.9672466734902764,0.8051825677267374,0.6450072934624055,0.5051637002856515,0.3832153690596562,0.4169914263445051,0.0001,0.01,0.02,1.0503390099161733,550,4,50,0,990,6,11,0.8,3,0.5396772767462422
286,0.3,0.9692937563971341,0.8077738515901061,0.6412942580559607,0.507690617446715,0.38435288169868553,0.41574434918160563,0.001,0.01,0.02,1.050519849709003,250,7,50,0,820,6,13,0.7,1,0.5399259504862953
287,0.2,0.9580348004094166,0.8004711425206125,0.6454051186845245,0.508569545154911,0.3862487360970677,0.41091192517537023,0.0001,0.0001,0.03,1.05119258767057,450,5,10,0,475,6,21,0.7,1,0.5394009725906278
288,0.25,0.9682702149437052,0.8077738515901061,0.6406312160190956,0.510766864425401,0.38296258847320525,0.41153546375681993,0.01,0.001,0.02,1.050581734047493,250,7,40,0,868,6,11,0.7,1,0.5394838638373121
289,0.2,0.9662231320368475,0.7992932862190812,0.6452725102771516,0.5049439683586026,0.3894084934277047,0.4099766173031956,0.01,0.01,0.015,1.050603616115631,250,6,40,0,1121,6,11,0.9,1,0.5390694076038903
290,0.3,0.9723643807574207,0.7957597173144876,0.6512398886089378,0.49417710393320147,0.39332659251769464,0.4107560405300078,0.0001,0.0001,0.015,1.051951465511771,450,4,40,0,1500,6,5,0.9,3,0.5383510167992926
291,0.25,0.962128966223132,0.8138987043580683,0.6411616496485877,0.505273566249176,0.38549039433771487,0.414809041309431,0.001,0.001,0.015,1.0501056943248883,250,6,50,0,1185,6,17,0.8,1,0.5398983200707339
292,0.3,0.9651995905834186,0.8016489988221437,0.6526985810900411,0.4974730828389365,0.3886501516683519,0.413717848791894,0.0001,0.001,0.015,1.050320056686161,250,4,50,0,1087,6,11,0.7,2,0.5394838638373121
293,0.25,0.9539406345957011,0.806831566548881,0.6411616496485877,0.5036255767963085,0.3880182002022245,0.4129384255650818,0.0001,0.01,0.03,1.0506296064307545,250,7,20,0,472,6,19,0.7,1,0.5386549513704686
294,0.2,0.9590583418628454,0.8047114252061248,0.642487733722318,0.5034058448692595,0.3894084934277047,0.4084177708495713,0.01,0.01,0.02,1.0503755368674077,250,5,40,0,852,6,17,0.8,1,0.5382681255526083
295,0.25,0.9590583418628454,0.8054181389870436,0.6454051186845245,0.4985717424741815,0.3867542972699697,0.4121590023382697,0.0001,0.001,0.03,1.0501382205776664,250,5,20,0,547,6,19,0.8,2,0.5378260389036251
296,0.25,0.9651995905834186,0.8073027090694935,0.6385094815011272,0.508130081300813,0.38384732052578363,0.41402961808261884,0.0001,0.001,0.02,1.0506166828569334,350,7,50,0,820,6,13,0.7,3,0.5388759946949602
297,0.25,0.9692937563971341,0.806831566548881,0.642620342129691,0.5056031641397495,0.3858695652173913,0.4152766952455183,0.01,0.0001,0.02,1.0504695006042968,250,7,30,0,946,6,11,0.8,3,0.5398154288240495
298,0.25,0.9682702149437052,0.8075382803297998,0.6444768598329134,0.503955174686882,0.38561678463094035,0.41153546375681993,0.001,0.01,0.015,1.0501208503794206,250,6,40,0,1251,6,13,0.9,1,0.5391246684350133
299,0.2,0.9600818833162743,0.8075382803297998,0.6369181806126508,0.510766864425401,0.3804347826086957,0.4138737334372564,0.0001,0.01,0.015,1.0508255656289476,450,7,20,0,1089,6,15,0.7,2,0.5383233863837312
